Result_ID;Company;System;Database_Software; Operating_System;Server_CPU_Type;nb_CPU's;Total_Processors;Total Cores;nb_CPU's;Total_Server_CPU's;Total_Cores;Total_Threads;Cluster;;Date_Submitted;CPU_Type;CPU_user;CPU_sys;CPU_iowait;CPU_idle;dskreads;pagreads;bufreads;rdcached;dskwrits;pagwrits;bufwrits;wrcached;bufwaits;lockreqs;lokwaits;deadlks;dltouts;ckpwaits ;compress;lchwaits;Taille block;V_Rot;Buffer_Pool;Read_Latency ;Write_Latency;bandwidth_reading;bandwidth_Write;Total_size_DB;Nbr_predicates_table ;Number_join_predicates_query ;size_table_participating _join;aggregate;sort;groupby;Number_tables_involving_query;Nbr_Join_Pred_IDX;Access _index_table;Nb_join_pred;Workload characteristic ;Currency;CPU_Cost ;IO_Cost;Total_Sys_Cost
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.160;Intel Xeon X2800 MP - 2.8 GHz                                         ;1;8;32;4;4;16;16;N;;09/08/2003;Intel Xeon X7350 Quad-Core - 2.93 GHz                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20819;0.26285;132.2 ;131.160;10;1;2;lineorder (20), customer(20) , supplier(40);AVG;1;1;5;4;3;5;;USD;466,84;46217,47;46684,31;;;
Red Hat Enterprise Linux AS 3                                         ;Red Hat Enterprise Linux Server 7.161;Intel Itanium2 - 1.5 GHz                                              ;2;64;128;4;4;20;20;N;;09/05/2003;IBM POWER6 - 4.7 GHz                                                  ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20820;0.26286;132.2 ;131.161;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;3;2;4;4;2;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Datacenter Edition x64                  ;Red Hat Enterprise Linux Server 7.162;Intel Itanium2 - 1.5 GHz                                              ;2;2;2;64;64;64;128;N;;8/27/2003;Intel Xeon 5160 - 3.0 GHz                                             ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20821;0.26287;132.2 ;131.162;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;2;3;5;2;2;3;;USD;466,84;46217,47;46684,31;;;
HP UX 11.iv2 64-Bit Base OS                                           ;Red Hat Enterprise Linux Server 7.163;Intel Itanium2 - 1.5 GHz                                              ;2;2;4;4;4;9;9;N;;7/30/2003;Intel Xeon 5160 - 3.0 GHz                                             ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20822;0.26288;132.2 ;131.163;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;3;1;5;3;3;4;;USD;466,84;46217,47;46684,31;;;
HP-UX 11.i 64 bit Base OS                                             ;Red Hat Enterprise Linux Server 7.164;HP PA-RISC 8700 - 875 MHz                                             ;128;128;128;64;64;36;36;N;;7/30/2003;IBM POWER5+ - 2.2 GHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20823;0.26289;132.2 ;131.164;10;1;4;lineorder (20), customer(20) , supplier(40);AVG;2;1;3;5;2;4;;USD;466,84;46217,47;46684,31;;;
HP UX 11.iv2 64-Bit Base OS                                           ;Red Hat Enterprise Linux Server 7.165;Intel Itanium2 - 1.5 GHz                                              ;64;32;64;64;64;55;55;N;;7/30/2003;IBM POWER5 - 1.9 GHz                                                  ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20824;0.26290;132.2 ;131.165;10;2;4;lineorder (20), customer(20) , supplier(40);AVG;1;3;4;5;2;3;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Standard Edition                        ;Red Hat Enterprise Linux Server 7.166;Intel Xeon - 3.06 GHz                                                 ;64;64;64;1;1;2;2;N;;7/15/2003;Intel Xeon - 3.6 GHz                                                  ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20825;0.26291;132.2 ;131.166;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;2;1;5;3;3;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.167;Intel Xeon - 3.06 GHz                                                 ;4;4;4;2;2;4;4;N;;7/15/2003;Intel Xeon MP - 3.6 GHz                                               ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20826;0.26292;132.2 ;131.167;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;2;3;5;3;2;3;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Standard Edition                        ;Red Hat Enterprise Linux Server 7.168;Intel Xeon - 3.06 GHz                                                 ;4;4;4;1;1;2;2;N;;5/29/2003;Intel Xeon MP - 3.66 GHz                                              ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20827;0.26293;132.2 ;131.168;10;1;3;lineorder (20), customer(20) , supplier(40);AVG;3;3;5;4;3;3;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Server                       ;Red Hat Enterprise Linux Server 7.169;Intel Xeon - 3.06 GHz                                                 ;64;64;64;2;2;4;4;N;;5/29/2003;Intel Xeon - 3.6 GHz                                                  ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20828;0.26294;132.2 ;131.169;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;2;1;4;3;1;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.170;Intel Xeon - 3.06 GHz                                                 ;8;4;8;2;2;2;4;N;;5/29/2003;IBM POWER5 - 1.65 GHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20829;0.26295;132.2 ;131.170;10;4;2;lineorder (20), customer(20) , supplier(40);AVG;1;3;4;3;3;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Standard Edition                        ;Red Hat Enterprise Linux Server 7.171;Intel Xeon - 3.06 GHz                                                 ;2;2;2;1;1;1;2;N;;5/29/2003;Intel Xeon - 3.6 GHz                                                  ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20830;0.26296;132.2 ;131.171;10;1;2;lineorder (20), customer(20) , supplier(40);AVG;3;3;5;3;2;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Datacenter Edition                      ;Red Hat Enterprise Linux Server 7.172;Intel Itanium2 - 1.5 GHz                                              ;4;2;4;64;64;64;128;N;;5/20/2003;IBM POWER5 - 1.65 GHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20831;0.26297;132.2 ;131.172;10;3;4;lineorder (20), customer(20) , supplier(40);AVG;3;1;4;4;1;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Datacenter Edition                      ;Red Hat Enterprise Linux Server 7.173;Intel Itanium2 - 1.5 GHz                                              ;4;4;4;64;1;1;1;N;;5/16/2003;Intel Xeon X3000 MP - 3.0 GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20832;0.26298;132.2 ;131.173;10;2;4;lineorder (20), customer(20) , supplier(40);AVG;1;1;3;5;3;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003                                         ;Red Hat Enterprise Linux Server 7.174;Intel Xeon - 2.8 GHz                                                  ;16;8;16;1;1;4;4;N;;05/12/2003;IBM POWER5 - 1.9 GHz                                                  ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20833;0.26299;132.2 ;131.174;10;3;4;lineorder (20), customer(20) , supplier(40);AVG;3;2;5;3;3;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.175;Intel Xeon - 2.8 GHz                                                  ;4;4;4;2;2;4;4;N;;05/12/2003;Intel Xeon X3000 MP - 3.0 GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20834;0.26300;132.2 ;131.175;10;4;2;lineorder (20), customer(20) , supplier(40);AVG;3;2;5;2;1;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.176;Intel Itanium2 - 1.5 GHz                                              ;8;8;8;4;4;16;16;N;;4/24/2003;Intel Xeon X3000 MP - 3.0 GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20835;0.26301;132.2 ;131.176;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;2;1;3;5;3;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Datacenter Edition x64                  ;Red Hat Enterprise Linux Server 7.177;Intel Itanium2 - 1.5 GHz                                              ;16;8;16;64;64;64;64;N;;4/24/2003;IBM POWER4 - 1700 MHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20836;0.26302;132.2 ;131.177;10;4;2;lineorder (20), customer(20) , supplier(40);AVG;2;3;4;4;2;3;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Datacenter Edition x64                  ;Red Hat Enterprise Linux Server 7.178;Intel Itanium2 - 1.5 GHz                                              ;8;8;8;64;64;64;64;N;;4/24/2003;Intel Xeon X2800 MP - 2.8 GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20837;0.26303;132.2 ;131.178;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;3;3;3;2;1;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Standard Edition                        ;Red Hat Enterprise Linux Server 7.179;Digital AlphaChip 21264C - 1000 MHz                                   ;16;16;16;2;1;1;1;N;;01/08/2003;AMD Opteron - 2.0 GHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20838;0.26304;132.2 ;131.179;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;2;2;4;4;3;3;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Standard Edition                        ;Red Hat Enterprise Linux Server 7.180;Intel Xeon - 2.8 GHz                                                  ;16;16;16;2;2;2;2;N;;01/08/2003;AMD Opteron - 2.0 GHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20839;0.26305;132.2 ;131.180;10;1;2;lineorder (20), customer(20) , supplier(40);AVG;3;2;4;5;1;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.181;Intel Xeon - 2.8 GHz                                                  ;8;8;8;2;2;4;4;N;;01/08/2003;Intel Xeon X2800 MP - 2.8 GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20840;0.26306;132.2 ;131.181;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;1;2;3;4;2;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.182;Intel Itanium2 - 1.0 GHz                                              ;8;8;8;4;4;10;10;N;;12/16/2002;Intel Xeon MP - 2.00 GHz                                              ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20841;0.26307;132.2 ;131.182;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;2;3;5;3;1;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Datacenter Edition                      ;Red Hat Enterprise Linux Server 7.183;Intel Xeon MP - 2.00 GHz                                              ;8;8;8;8;8;16;16;N;;12/06/2002;Intel Xeon MP - 2.00 GHz                                              ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20842;0.26308;132.2 ;131.183;10;2;4;lineorder (20), customer(20) , supplier(40);AVG;1;2;3;5;3;3;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Standard Edition                        ;Red Hat Enterprise Linux Server 7.184;Intel Xeon MP - 2.4 GHz                                               ;8;8;8;1;1;2;2;N;;11/19/2002;Intel Xeon MP - 2.00 GHz                                              ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20843;0.26309;132.2 ;131.184;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;2;3;4;3;1;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.185;Intel Xeon MP - 2.00 GHz                                              ;160;160;160;4;4;10;10;N;;11/19/2002;IBM POWER4 - 1300 MHz                                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20844;0.26310;132.2 ;131.185;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;2;5;3;2;5;;USD;466,84;46217,47;46684,31;;;
HP-UX 11.i - v1.6 with Performance Pack  64-bit                       ;Red Hat Enterprise Linux Server 7.186;Intel Itanium2 - 1.0 GHz                                              ;1;2;12;4;4;49;49;N;;11/13/2002;Intel Xeon X5680 Hex-Core - 3.33 GHz                                  ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20845;0.26311;132.2 ;131.186;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;2;3;4;3;4;;USD;466,84;46217,47;46684,31;;;
Red Hat Linux Advanced Server IA64                                    ;Red Hat Enterprise Linux Server 7.187;Intel Itanium2 - 1.0 GHz                                              ;1;4;40;4;4;16;16;N;;11/12/2002;Intel Xeon E7-8891 v2 - 3.2 GHz                                       ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20846;0.26312;132.2 ;131.187;10;1;3;lineorder (20), customer(20) , supplier(40);AVG;2;3;5;4;1;4;;CNY;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Datacenter Edition                      ;Red Hat Enterprise Linux Server 7.188;Intel Xeon MP - 2.00 GHz                                              ;4;4;40;8;8;16;16;N;;11/04/2002;Intel Xeon E7-8891 v2 - 3.2 GHz                                       ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20847;0.26313;132.2 ;131.188;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;1;3;4;2;2;3;;CNY;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.189;Intel Xeon MP - 2.00 GHz                                              ;4;4;4;4;4;8;8;N;;11/04/2002;Intel Itanium2 - 1.5 GHz                                              ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20848;0.26314;132.2 ;131.189;10;1;4;lineorder (20), customer(20) , supplier(40);AVG;2;3;5;3;2;3;;CNY;466,84;46217,47;46684,31;;;
Red Hat Linux Advanced Server                                         ;Red Hat Enterprise Linux Server 7.190;Intel Pentium III Xeon - 900 MHz                                      ;1;4;72;32;32;32;32;Y;;9/16/2002;Intel Xeon E7-8890 v3 2.50GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20849;0.26315;132.2 ;131.190;10;3;2;lineorder (20), customer(20) , supplier(40);AVG;2;1;3;2;2;5;;USD;466,84;46217,47;46684,31;;;
HP-UX 11.i 64 bit                                                     ;Red Hat Enterprise Linux Server 7.191;HP PA-RISC 8700 - 875 MHz                                             ;1;4;72;64;64;28;28;N;;8/26/2002;Intel Xeon E7-8890 v3 2.50GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20850;0.26316;132.2 ;131.191;10;1;2;lineorder (20), customer(20) , supplier(40);AVG;1;2;3;5;2;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Enterprise Edition                      ;Red Hat Enterprise Linux Server 7.192;Intel Xeon - 1.6 GHz                                                  ;1;8;120;4;4;16;16;N;;8/23/2002;Intel Xeon E7-8890 v2 2.80 GHz                                        ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20851;0.26317;132.2 ;131.192;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;2;2;4;3;2;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows Server 2003 Standard Edition                        ;Red Hat Enterprise Linux Server 7.193;Intel Xeon - 2.2 GHz                                                  ;2;2;16;1;1;0;0;N;;8/13/2002;Intel Xeon E5-2690 - 2.90 GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20852;0.26318;132.2 ;131.193;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;1;3;4;3;3;5;;USD;466,84;46217,47;46684,31;;;
HP Tru64 Unix V5.1B                                                   ;Red Hat Enterprise Linux Server 7.194;HP AlphaChip 21264C - 1250 MHz                                        ;1;2;16;4;4;16;16;N;;08/05/2002;Intel Xeon E5-2690 - 2.90 GHz                                         ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20853;0.26319;132.2 ;131.194;10;3;4;lineorder (20), customer(20) , supplier(40);AVG;2;1;3;2;3;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.195;Intel Xeon - 2.4 GHz                                                  ;4;4;16;1;1;2;2;N;;7/25/2002;Intel Xeon X7350 Quad-Core - 2.93 GHz                                 ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20854;0.26320;132.2 ;131.195;10;1;4;lineorder (20), customer(20) , supplier(40);AVG;1;2;4;3;3;5;;CNY;466,84;46217,47;46684,31;;;
Microsoft Windows Advanced Server LE 1.2                              ;Red Hat Enterprise Linux Server 7.196;Intel Itanium2 - 1.0 GHz                                              ;16;16;16;4;4;8;8;N;;07/08/2002;Intel Itanium2 - 1.3 GHz                                              ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20855;0.26321;132.2 ;131.196;10;1;3;lineorder (20), customer(20) , supplier(40);AVG;2;1;5;5;1;4;;CNY;466,84;46217,47;46684,31;;;
Microsoft Windows Advanced Server LE 1.2                              ;Red Hat Enterprise Linux Server 7.197;Intel Itanium2 - 1.0 GHz                                              ;4;4;4;2;2;6;6;N;;07/08/2002;Intel Itanium2 - 1.5 GHz                                              ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20856;0.26322;132.2 ;131.197;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;1;1;5;5;1;5;;EUR;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.198;Intel Pentium III Xeon - 900 MHz                                      ;128;128;128;32;32;1152;1152;Y;;06/04/2002;Intel Xeon - 2.8 GHz                                                  ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20857;0.26323;132.2 ;131.198;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;3;2;5;4;3;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.199;Intel Xeon - 1.6 GHz                                                  ;128;128;128;4;4;4;4;N;;5/17/2002;Intel Xeon - 2.8 GHz                                                  ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20858;0.26324;132.2 ;131.199;10;1;4;lineorder (20), customer(20) , supplier(40);AVG;3;2;4;3;2;3;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.200;Intel Xeon - 2.2 GHz                                                  ;4;4;4;1;1;1;1;N;;4/23/2002;Intel Pentium III Xeon - 700 MHz                                      ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20859;0.26325;132.2 ;131.200;10;4;4;lineorder (20), customer(20) , supplier(40);AVG;2;2;3;3;1;4;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.201;Intel Xeon - 2.4 GHz                                                  ;128;1;1;2;2;8;8;N;;4/23/2002;Intel Pentium III Xeon - 700 MHz                                      ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20860;0.26326;132.2 ;131.201;10;3;2;lineorder (20), customer(20) , supplier(40);AVG;3;1;3;2;2;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Datacenter Server                              ;Red Hat Enterprise Linux Server 7.202;Intel Pentium III Xeon - 900 MHz                                      ;128;128;128;8;8;7;7;N;;2/25/2002;Intel Pentium III Xeon - 700 MHz                                      ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20861;0.26327;132.2 ;131.202;10;2;3;lineorder (20), customer(20) , supplier(40);AVG;1;2;4;5;1;3;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Server                                         ;Red Hat Enterprise Linux Server 7.203;Intel Pentium III - 1.266 GHz                                         ;32;32;32;2;2;1;1;N;;2/13/2002;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20862;0.26328;132.2 ;131.203;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;1;4;5;1;5;;USD;466,84;46217,47;46684,31;;;
Compaq Tru64 Unix V5.1A                                               ;Red Hat Enterprise Linux Server 7.204;Digital AlphaChip 21264C - 1000 MHz                                   ;16;16;16;4;4;16;16;N;;1/28/2002;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20863;0.26329;132.2 ;131.204;10;2;2;lineorder (20), customer(20) , supplier(40);AVG;1;3;4;2;2;3;;USD;466,84;46217,47;46684,31;;;
HP-UX 11.i 64 bit                                                     ;Red Hat Enterprise Linux Server 7.205;HP PA-RISC 8700 - 750 MHz                                             ;32;32;32;64;64;28;28;N;;12/21/2001;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20864;0.26330;132.2 ;131.205;10;3;3;lineorder (20), customer(20) , supplier(40);AVG;1;1;4;3;2;4;;USD;466,84;46217,47;46684,31;;;
HP-UX 11.i 64 bit                                                     ;Red Hat Enterprise Linux Server 7.206;HP PA-RISC 8700 - 750 MHz                                             ;32;32;32;16;16;8;8;N;;12/21/2001;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20865;0.26331;132.2 ;131.206;10;1;3;lineorder (20), customer(20) , supplier(40);AVG;2;2;5;5;2;4;;USD;466,84;46217,47;46684,31;;;
HP-UX 11.i 64 bit                                                     ;Red Hat Enterprise Linux Server 7.207;HP PA-RISC 8600 - 552 MHz                                             ;16;16;16;48;48;1;1;N;;12/21/2001;Intel Itanium2 Dual-Core - 1.6 GHz                                    ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20866;0.26332;132.2 ;131.207;10;1;2;lineorder (20), customer(20) , supplier(40);AVG;1;3;3;3;3;3;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.208;Intel Pentium III Xeon - 900 MHz                                      ;1;4;64;4;4;3;3;N;;11/12/2001;SPARC T5 3.60 GHz                                                     ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20867;0.26333;132.2 ;131.208;10;3;2;lineorder (20), customer(20) , supplier(40);AVG;1;2;5;5;1;5;;USD;466,84;46217,47;46684,31;;;
Microsoft Windows 2000 Advanced Server                                ;Red Hat Enterprise Linux Server 7.209;Intel Pentium III Xeon - 900 MHz                                      ;1;4;64;4;4;8;8;N;;9/27/2001;SPARC T5 3.60 GHz                                                     ;0,5;1,5;0,5;98;1397183;19989379994;4720830;;19724;885752;3121469;3121469;3;6056020;0;0;0;1;1707;1520;32;10 000;52;4.20868;0.26334;132.2 ;131.209;10;4;3;lineorder (20), customer(20) , supplier(40);AVG;3;3;5;4;3;5;;USD;466,84;46217,47;46684,31;;;
